authorID,rank,name,PaperCount,CitationCount,year
2242803124,13623,Sanjeev Khanna,262,11293,2018
260128524,13868,Sanjit A. Seshia,301,10312,2020
2045140648,13331,Santosh Vempala,254,13669,2015
729699849,12527,Sara Kiesler,264,35472,2010
2122497617,13300,Sarit Kraus,476,15775,2014
2108675760,13487,Satish Rao,148,11073,2013
2164966972,13652,Satoshi Matsuoka,511,9788,2011
2120666348,13036,Saul Greenberg,401,20199,2012
2212808945,14294,Scott A. Smolka,242,6795,2021
2178148597,11891,Scott Kirkpatrick,106,53820,2011
2171934779,13576,Scott Mahlke,292,12593,2020
719828399,11058,Scott Shenker,432,99986,2003
262280937,14225,Sebastian Elbaum,194,7275,2022
172400696,12709,Serge Abiteboul,303,19517,2011
2055909567,14047,Sethuraman Panchanathan,473,6234,2020
1728759264,12348,Shafi Goldwasser,170,25819,2017
2310474497,15285,Shahid H. Bokhari,46,1420,2000
2065325028,13252,Shamkant B. Navathe,249,14280,2014
2103844955,13598,Shang-Hua Teng,219,11817,2009
2156970971,13012,Sharad Malik,320,18192,2014
2669286322,13866,Sharon Oviatt,151,8238,2016
1985363956,14039,Shaz Qadeer,165,8553,2021
348962114,14056,Shlomo Zilberstein,292,8437,2021
2157771162,13578,Shmuel Winograd,72,6193,1994
2144833106,12331,Shuicheng Yan,741,52760,2020
2235212685,13570,Shumin Zhai,207,11961,2010
2127286128,13775,Shwetak N. Patel,269,9957,2016
699581604,12033,Silvio Micali,205,32339,2017
2142246817,12658,Simon Jones,1413,35471,2004
2142037325,13092,Simon S. Lam,158,8496,1998
2583112299,13756,Simson L. Garfinkel,160,6967,2012
2193269139,13014,Somesh Jha,322,23441,2016
2126325751,12960,Songwu Lu,182,17648,2019
2144410870,13273,Srdjan Capkun,260,15085,2019
672311968,14150,Srinivas Aluru,247,8542,2020
855547412,12630,Srinivas Devadas,460,26603,2014
2283071955,13216,Srinivasan Keshav,215,9760,2012
2093924322,12885,Srinivasan Seshan,193,15335,2019
2083764764,13674,Sriram K. Rajamani,167,10042,2015
1992265184,13748,Stamatis Vassiliadis,408,7786,2004
431165649,13540,Stanley B. Zdonik,133,9868,2006
2171030022,12349,Stefan Savage,185,28591,2010
519054157,13164,Stefano Ceri,467,15863,2013
343589990,13230,Stefano Soatto,434,17884,2022
2098910421,12940,Stephen A. Cook,131,13021,2008
2140034527,16113,Stephen Bourne,40,1261,2005
2146610949,14797,Stephen M. Blackburn,79,3788,2016
2129454193,12874,Stephen Robertson,211,18698,2013
2983905372,14249,Stephen T. Kent,21,1987,1998
1992278322,15174,Steve Marschner,86,3603,2021
2119343948,13472,Steve Whittaker,212,11901,2014
252695556,12879,Steven Feiner,334,16547,2018
2097134209,12593,Steven H. Low,414,28991,2020
2134777055,12877,Steven M. Seitz,181,24759,2017
2424953512,15429,Steven Scott,67,2181,2012
2120809121,16447,Stuart Feldman,25,685,1995
614907589,12311,Stuart K. Card,221,27097,2000
3174817764,12401,Stuart Russell,297,42178,2003
1354405940,13970,Subbarao Kambhampati,363,7761,2019
2133221332,13378,Subhash Suri,266,12930,2010
2118856850,12936,Subhasish Mitra,541,37256,2014
2104281610,13403,Sudipta Sengupta,125,10618,2016
3209567881,13396,Suman Banerjee,271,12167,2020
2052291672,14513,Sumi Helal,206,4446,2022
2121754334,15610,Sung-Kyu Kim,128,901,2020
156875573,13700,Sunita Sarawagi,128,9601,2021
2163909284,12756,Surajit Chaudhuri,393,24902,2005
2097328450,13845,Susan B. Davidson,189,6583,2001
1643225831,16068,Susan Dray,90,634,2017
2138159208,13619,Susan L. Graham,101,6717,1994
2952127064,15333,Susan Landau,100,1228,2011
2019529423,13665,Susan S. Owicki,34,5111,1994
676500258,11979,Susan T. Dumais,363,53168,2006
2133492747,15003,Susanne E. Hambrusch,110,2741,2020
2056441798,12674,Sushil Jajodia,709,28859,2021
1936126667,13421,Szymon Rusinkiewicz,134,15316,2021
2030993420,13344,T. V. Lakshman,146,12468,2005
1977760478,14291,Tajana Rosing,292,7203,2021
224253159,14217,Takao Nishizeki,251,4750,1996
2140539176,11272,Takeo Kanade,783,83684,1999
2131142900,13649,Tal Rabin,94,9864,2017
2104811583,14202,Tamal K. Dey,237,6835,2018
2139651035,13525,Tamara G. Kolda,175,17512,2019
665054654,13958,Tandy Warnow,276,13838,2015
2345003782,13709,Tanzeem Choudhury,149,11462,2021
2590550580,13409,Tao Jiang,1006,26125,2007
1920070090,13872,Tao Xie,369,11323,2021
1970017610,12836,Tarek Abdelzaher,538,24047,2019
2130848692,14102,Tei-Wei Kuo,407,6506,2015
2091637845,12242,Terry Winograd,184,33407,2009
2111668054,14751,Tetsuo Asano,187,2357,2001
2034849075,13571,Thomas A. DeFanti,174,7224,1994
2707196735,12422,Thomas A. Henzinger,447,37274,2006
2148869393,12018,Thomas Anderson,395,38745,2005
2121300700,13152,Thomas Ball,200,15347,2011
420267153,13532,Thomas Eiter,450,15217,2020
2183602536,14024,Thomas Erickson,209,6357,2009
2136189631,13041,Thomas Funkhouser,180,24650,2018
160031478,12584,Thomas G. Dietterich,266,30551,2002
128580411,13082,Thomas Lengauer,571,29936,2021
2135540066,12820,Thomas P. Moran,183,15904,2003
341386833,13016,Thomas Reps,329,17519,2005
2014339847,13668,Thomas Zimmermann,240,14259,2021
245171893,12129,Thorsten Joachims,202,46365,2014
2151189342,13193,Tian He,297,19391,2018
2108341226,13387,Tie-Yan Liu,480,20796,2021
621424736,15813,Tijs van der Storm,122,1003,2020
2066282134,12529,Tim Finin,567,27922,2018
1981466420,13569,Timothy Roscoe,144,8819,2013
2156731892,13595,Toby Walsh,431,13702,2020
40863599,14020,Todd C. Mowry,111,7836,2016
2128744112,13491,Tom Leighton,109,8517,2018
1980670276,13399,Tom Rodden,339,12291,2014
187031812,12806,Tomás Lozano-Pérez,198,16419,2017
672707272,14116,Toniann Pitassi,169,7763,2018
2159147199,12561,Tony Hoare,245,17398,2020
262156611,14289,Torsten Hoefler,369,7042,2022
2110223873,13636,Toshihide Ibaraki,354,9133,1999
1983463915,13830,Tova Milo,153,7145,2012
2164180442,13919,Tracy Camp,133,8828,2012
1968937847,12922,Trevor Mudge,469,21946,2016
2070867630,13152,Tuomas Sandholm,396,18883,2008
2068596995,13213,Ueli Maurer,232,12626,2015
391723092,13244,Umesh Vazirani,140,12527,2005
689294964,13041,Umeshwar Dayal,358,17360,2008
668875075,14621,Uri Weiser,75,3998,2005
2098423198,12971,Usama M. Fayyad,143,19812,2006
2159054220,14601,Utpal Banerjee,109,8743,2007
37726087,13685,Uzi Vishkin,215,9379,1996
599151389,14396,Val Tannen,111,5094,2013
2126031951,14929,Valerie King,130,3471,2014
2105362179,15099,Valerie Taylor,115,2291,2016
2170578350,16712,Venkat Rangan,30,536,1998
148409839,13794,Venkatesan Guruswami,291,9246,2017
2102146905,13716,Venu Govindaraju,448,9016,2009
716133098,11862,Vern Paxson,260,38910,2006
2114468277,14938,Vicki L. Hanson,163,3776,2004
2146492509,15156,Victor Bahl,45,831,2003
2011353662,12676,Victor R. Basili,422,23530,1997
152493642,13708,Victor Vianu,154,9507,2006
2012704994,13154,Vijay V. Vazirani,198,17906,2005
2228173237,14184,Vijaykrishnan Narayanan,359,7211,2014
1990061224,14160,Vikram Adve,120,8215,2014
2088826626,13263,Viktor K. Prasanna,816,14263,2007
24490792,14029,Vincent Conitzer,269,8881,2019
2029905547,13548,Vinton G. Cerf,246,4346,1994
2161062602,12316,Vipin Kumar,643,57723,2005
2202840633,13717,Vishal Misra,157,8894,2018
2146318055,13475,Vishwani D. Agrawal,432,9581,2002
2164197688,13537,Vivek Sarkar,355,11397,2008
1963964406,14239,Volker Markl,269,6592,2020
2127889770,12385,W. Bruce Croft,392,34350,1997
2074083528,13677,Walter F. Tichy,371,5682,2012
515099556,12582,Walter Willinger,175,24776,2005
2981772981,18019,Wang Wei,2,50,2020
2124415778,13796,Wang Yi,231,10306,2020
2175253844,14055,Wang-Chiew Tan,125,6987,2015
2079950874,13374,Watts S. Humphrey,92,6854,2008
2121069363,12835,Wen Gao,1237,26783,2013
1183556006,13043,Wen-mei W. Hwu,482,16311,2002
2079158144,14319,Wendy A. Kellogg,109,5162,2002
1925449899,13771,Wendy E. Mackay,218,6898,2019
2169720894,13457,Wendy Hall,698,12031,2010
2132396280,13953,Wenfei Fan,229,9604,2012
2155626625,12698,Wenke Lee,279,27152,2017
2118099990,14346,Wenping Wang,299,6372,2021
2111511002,13384,Wenwu Zhu,488,16896,2022
2307656538,11952,Whitfield Diffie,50,14872,2020
2257274423,13198,William A. Wulf,110,6363,1994
2326945342,13017,William Buxton,118,12913,2008
293862447,12780,William Gropp,484,25228,2006
2280265749,13970,William H. Sanders,335,7301,2003
2053339767,13930,William Kahan,63,5556,1994
2123986478,15749,William Sanders,131,1035,2003
2112716162,11794,William T. Freeman,376,57130,2016
1969171325,13877,Witold Litwin,125,4759,2001
2780386900,14407,Xavier Leroy,177,5713,2015
2111415347,13346,Xiang-Yang Li,616,18497,2019
2101761700,13951,Xiaobo Sharon Hu,316,7059,2021
2289224247,13627,Xiaodong Zhang,422,14449,2012
2134590396,13890,Xiaotie Deng,320,8728,2008
2099541584,13384,Xilin Chen,487,19723,2019
2153189671,13420,Xuedong Huang,208,13190,2016
2107070739,12995,Xuelong Li,1026,39582,2020
2240541904,14301,Yan Liu,223,8939,2021
435837623,13493,Yannis Ioannidis,284,10076,2004
2109890010,14103,Yao-Wen Chang,373,7041,2020
2145586907,12546,Yi Ma,256,43108,2017
2141485328,13398,Yi-Bing Lin,473,9395,2003
2127109347,14758,Yi-Hsuan Yang,211,4302,2021
3175291849,12988,Yiran Chen,1023,41701,2020
2078633956,12951,Yishay Mansour,388,20121,2014
2343472808,13986,Yizhou Yu,284,9627,2022
2112924421,12995,Yoav Shoham,245,19310,2012
262608878,14482,Yoelle Maarek,112,3709,2013
2145802646,13578,Yolanda Gil,331,11475,2016
2130014478,13364,Yong Rui,300,17495,2017
2073488377,13666,Yorick Wilks,417,7655,2009
1874579918,13337,Yossi Matias,189,10875,2009
2095844698,13351,Yuan Xie,723,20346,2019
2155186186,13841,Yuanyuan Zhou,131,11588,2013
2131082813,13618,Yufei Tao,207,13521,2020
2156348848,13305,Yuguang Fang,581,18186,2022
2130996983,13127,Yunhao Liu,590,24390,2015
1985207418,14382,Yuri Breitbart,95,4265,2001
2154094381,13625,Yuri Gurevich,344,9546,1997
2144042109,13270,Yvonne Rogers,347,19233,2017
388475989,15650,Z. Meral Ozsoyoglu,67,1255,2011
53579654,13920,Zachary G. Ives,130,8657,2021
2102704429,14050,Zhendong Su,168,8831,2022
2129474304,12408,Zhengyou Zhang,421,37906,2013
2286237009,12857,Zhi-Hua Zhou,598,42336,2016
2146370811,12547,Zohar Manna,232,19124,1994
1984842272,13514,Zvi Galil,156,6915,1995
2044130634,12622,Zygmunt J. Haas,301,21745,2021
2009277913,12825,Éva Tardos,192,24535,1998
