authorID,rank,name,year,fellow,compareAuthorID,deviation,hIndex,CorePaperCount,CoreCitationCount,CorehIndex,PaperCount,CitationCount
2083198532,13964,Andre Dekker,0,False,118037170,0.030083829096809,54,139,2942,30,306,14347
2083198532,13964,Andre Dekker,0,False,237969062,0.0264781376047508,54,139,2942,30,306,14347
1991606086,13587,Cyrill Stachniss,0,False,2106620385,0.0482325141416051,53,165,5455,39,322,13522
1991606086,13587,Cyrill Stachniss,0,False,2097030689,0.036605561042911,53,165,5455,39,322,13522
1991606086,13587,Cyrill Stachniss,0,False,2087252583,0.0484106363869643,53,165,5455,39,322,13522
2152283363,13842,Anton van den Hengel,0,False,2106620385,0.0489219352855716,59,162,5718,33,368,14134
2152283363,13842,Anton van den Hengel,0,False,2087252583,0.040896843725943,59,162,5718,33,368,14134
2152283363,13842,Anton van den Hengel,0,False,665054654,0.0431295047663335,59,162,5718,33,368,14134
2140022242,14208,Bongshin Lee,0,False,2614356407,0.0268931090173604,51,89,3263,29,264,8213
2140022242,14208,Bongshin Lee,0,False,2614356407,0.0268931090173604,51,89,3263,29,264,8213
3188840535,13769,Gene Barnett,0,False,2614356407,0.0343896030255316,37,88,1415,18,254,8048
